"mgi_symbol" "synonyms" "n_synonyms" "ensemble_ids" "n_ensembl_ids" "transcript_biotypes" "chromosome_name" "start_position" "end_position" "mgi_description"
"27298" "Gm44647" "" 0 "ENSMUSG00000109016" 1 "lncRNA" "7" "130122575" "130123002" "predicted gene 44647"
"27299" "Gm44648" "" 0 "ENSMUSG00000108990" 1 "processed_pseudogene" "7" "100221129" "100221457" "predicted gene 44648"
"27300" "Gm44649" "" 0 "ENSMUSG00000108321" 1 "lncRNA" "7" "80401570" "80408360" "predicted gene 44649"
"27301" "Gm44650" "" 0 "ENSMUSG00000108636" 1 "unprocessed_pseudogene" "7" "127931532" "127931725" "predicted gene 44650"
"27302" "Gm44651" "" 0 "ENSMUSG00000109281" 1 "processed_pseudogene" "7" "19683126" "19683497" "predicted gene 44651"
"27303" "Gm44652" "" 0 "ENSMUSG00000109167" 1 "TEC" "7" "118079718" "118082571" "predicted gene 44652"
"27304" "Gm44654" "" 0 "ENSMUSG00000109180" 1 "unprocessed_pseudogene" "7" "18400841" "18401888" "predicted gene 44654"
"27305" "Gm44655" "" 0 "ENSMUSG00000109571" 1 "unprocessed_pseudogene" "7" "18423685" "18425077" "predicted gene 44655"
"27306" "Gm44656" "" 0 "ENSMUSG00000109053" 1 "unprocessed_pseudogene" "7" "18362082" "18363078" "predicted gene 44656"
"27307" "Gm44657" "" 0 "ENSMUSG00000109159" 1 "unprocessed_pseudogene" "7" "18313105" "18314081" "predicted gene 44657"
"27308" "Gm44658" "" 0 "ENSMUSG00000109424" 1 "lncRNA" "7" "19580898" "19581534" "predicted gene 44658"
"27309" "Gm44659" "" 0 "ENSMUSG00000109214" 1 "lncRNA" "7" "19602046" "19605363" "predicted gene 44659"
"27310" "Gm44660" "" 0 "ENSMUSG00000108942" 1 "TEC" "7" "19631259" "19633723" "predicted gene 44660"
"27311" "Gm44661" "" 0 "ENSMUSG00000108830" 1 "TEC" "7" "120335682" "120339184" "predicted gene 44661"
"27312" "Gm44662" "" 0 "ENSMUSG00000108546" 1 "lncRNA" "7" "30616408" "30646249" "predicted gene 44662"
"27313" "Gm44663" "" 0 "ENSMUSG00000108317" 1 "TEC" "7" "122001678" "122004827" "predicted gene 44663"
"27314" "Gm44664" "" 0 "ENSMUSG00000108522" 1 "TEC" "7" "121961223" "121963008" "predicted gene 44664"
"27315" "Gm44665" "" 0 "ENSMUSG00000108598" 1 "unprocessed_pseudogene" "11" "73609029" "73609587" "predicted gene 44665"
"27316" "Gm44666" "" 0 "ENSMUSG00000109152" 1 "processed_pseudogene" "7" "67535943" "67536333" "predicted gene 44666"
"27317" "Gm44667" "" 0 "ENSMUSG00000109539" 1 "TEC" "7" "66918654" "66921990" "predicted gene 44667"
"27318" "Gm44668" "" 0 "ENSMUSG00000109363" 1 "TEC" "7" "67017464" "67020728" "predicted gene 44668"
"27319" "Gm44669" "" 0 "ENSMUSG00000109115" 1 "TEC" "7" "67329083" "67331051" "predicted gene 44669"
"27320" "Gm44672" "" 0 "ENSMUSG00000108720" 1 "lncRNA" "7" "128345903" "128347000" "predicted gene 44672"
"27321" "Gm44673" "" 0 "ENSMUSG00000108388" 1 "TEC" "7" "128322773" "128323768" "predicted gene 44673"
"27322" "Gm44674" "" 0 "ENSMUSG00000108648" 1 "lncRNA" "7" "128330118" "128331246" "predicted gene 44674"
"27323" "Gm44675" "" 0 "ENSMUSG00000109370" 1 "TEC" "7" "91213575" "91216501" "predicted gene 44675"
"27324" "Gm44676" "" 0 "ENSMUSG00000109217" 1 "TEC" "7" "91258164" "91261218" "predicted gene 44676"
"27325" "Gm44677" "" 0 "ENSMUSG00000109505" 1 "TEC" "7" "91276480" "91280218" "predicted gene 44677"
"27326" "Gm44678" "" 0 "ENSMUSG00000108920" 1 "TEC" "7" "90989224" "90991998" "predicted gene 44678"
"27327" "Gm44679" "" 0 "ENSMUSG00000109320" 1 "TEC" "7" "91168323" "91171230" "predicted gene 44679"
"27328" "Gm4468" "" 0 "ENSMUSG00000092014" 1 "processed_pseudogene" "15" "99708170" "99708463" "predicted gene 4468"
"27329" "Gm44680" "" 0 "ENSMUSG00000109044" 1 "TEC" "7" "91284447" "91287356" "predicted gene 44680"
"27330" "Gm44681" "" 0 "ENSMUSG00000109256" 1 "TEC" "7" "91296919" "91297760" "predicted gene 44681"
"27331" "Gm44682" "" 0 "ENSMUSG00000109312" 1 "TEC" "7" "53645690" "53648303" "predicted gene 44682"
"27332" "Gm44683" "" 0 "ENSMUSG00000109026" 1 "processed_pseudogene" "7" "51869708" "51870191" "predicted gene 44683"
"27333" "Gm44684" "" 0 "ENSMUSG00000108520" 1 "lncRNA" "7" "27374084" "27377269" "predicted gene 44684"
"27334" "Gm44686" "" 0 "ENSMUSG00000108563" 1 "lncRNA" "7" "73187761" "73204549" "predicted gene 44686"
"27335" "Gm44687" "" 0 "ENSMUSG00000107777" 1 "processed_pseudogene" "6" "132205802" "132206036" "predicted gene 44687"
"27336" "Gm44688" "" 0 "ENSMUSG00000109388" 1 "TEC" "7" "71355824" "71356360" "predicted gene 44688"
"27337" "Gm44689" "" 0 "ENSMUSG00000108978" 1 "lncRNA" "7" "71331523" "71338195" "predicted gene 44689"
"27338" "Gm44690" "" 0 "ENSMUSG00000109373" 1 "processed_pseudogene" "7" "69533727" "69534108" "predicted gene 44690"
"27339" "Gm44691" "" 0 "ENSMUSG00000109524" 1 "lncRNA" "7" "68629192" "68657933" "predicted gene 44691"
"27340" "Gm44692" "" 0 "ENSMUSG00000108876" 1 "lncRNA" "7" "68368918" "68376215" "predicted gene 44692"
"27341" "Gm44693" "" 0 "ENSMUSG00000109313" 1 "lncRNA" "8" "5486984" "5490990" "predicted gene 44693"
"27342" "Gm44694" "" 0 "ENSMUSG00000108633" 1 "TEC" "7" "75357633" "75358930" "predicted gene 44694"
"27343" "Gm44695" "" 0 "ENSMUSG00000108560" 1 "TEC" "7" "75134609" "75136239" "predicted gene 44695"
"27344" "Gm44697" "" 0 "ENSMUSG00000108959" 1 "TEC" "7" "7125159" "7126837" "predicted gene 44697"
"27345" "Gm44698" "" 0 "ENSMUSG00000109366" 1 "lncRNA" "7" "19067003" "19072345" "predicted gene 44698"
"27346" "Gm44699" "" 0 "ENSMUSG00000109314" 1 "lncRNA" "7" "28620376" "28642953" "predicted gene 44699"
"27347" "Gm44700" "" 0 "ENSMUSG00000109307" 1 "lncRNA" "7" "28586552" "28587908" "predicted gene 44700"
"27348" "Gm44702" "" 0 "ENSMUSG00000109420" 1 "lncRNA" "7" "28508729" "28509922" "predicted gene 44702"
"27349" "Gm44703" "" 0 "ENSMUSG00000108309" 1 "processed_pseudogene" "7" "125841552" "125841799" "predicted gene 44703"
"27350" "Gm44704" "" 0 "ENSMUSG00000109576" 1 "TEC" "7" "88864316" "88866305" "predicted gene 44704"
"27351" "Gm44705" "" 0 "ENSMUSG00000108506" 1 "processed_pseudogene" "7" "79440035" "79440373" "predicted gene 44705"
"27352" "Gm44706" "" 0 "ENSMUSG00000108425" 1 "lncRNA" "7" "79390426" "79391764" "predicted gene 44706"
"27353" "Gm44707" "" 0 "ENSMUSG00000108781" 1 "lncRNA" "7" "43505510" "43506837" "predicted gene 44707"
"27354" "Gm44708" "" 0 "ENSMUSG00000108597" 1 "TEC" "7" "57425177" "57427413" "predicted gene 44708"
"27355" "Gm44709" "" 0 "ENSMUSG00000109168" 1 "lncRNA" "7" "28014323" "28018298" "predicted gene 44709"
"27356" "Gm4471" "" 0 "ENSMUSG00000117283" 1 "processed_pseudogene" "17" "55554731" "55555637" "predicted gene 4471"
"27357" "Gm44710" "" 0 "ENSMUSG00000109455" 1 "lncRNA" "7" "28078405" "28091939" "predicted gene 44710"
"27358" "Gm44711" "" 0 "ENSMUSG00000108625" 1 "TEC" "6" "91915231" "91916494" "predicted gene 44711"
"27359" "Gm44712" "" 0 "ENSMUSG00000108310" 1 "TEC" "6" "91853891" "91854966" "predicted gene 44712"
"27360" "Gm44713" "" 0 "ENSMUSG00000109287" 1 "unprocessed_pseudogene" "2" "111358759" "111358883" "predicted gene 44713"
"27361" "Gm44714" "" 0 "ENSMUSG00000109151" 1 "lncRNA" "8" "11166555" "11167373" "predicted gene 44714"
"27362" "Gm44715" "" 0 "ENSMUSG00000109196" 1 "processed_pseudogene" "7" "92818041" "92821879" "predicted gene 44715"
"27363" "Gm44716" "" 0 "ENSMUSG00000109358" 1 "TEC" "8" "11340558" "11341267" "predicted gene 44716"
"27364" "Gm44717" "" 0 "ENSMUSG00000109029" 1 "lncRNA" "8" "11185641" "11199246" "predicted gene 44717"
"27365" "Gm44718" "" 0 "ENSMUSG00000108421" 1 "lncRNA" "7" "63415622" "63415980" "predicted gene 44718"
"27366" "Gm44719" "" 0 "ENSMUSG00000108770" 1 "TEC" "7" "63862938" "63863086" "predicted gene 44719"
"27367" "Gm44720" "" 0 "ENSMUSG00000108629" 1 "processed_pseudogene" "7" "63476726" "63476985" "predicted gene 44720"
"27368" "Gm44721" "" 0 "ENSMUSG00000108721" 1 "TEC" "7" "64179173" "64179644" "predicted gene 44721"
"27369" "Gm44722" "" 0 "ENSMUSG00000108645" 1 "TEC" "7" "63851837" "63852272" "predicted gene 44722"
"27370" "Gm44723" "" 0 "ENSMUSG00000109013" 1 "TEC" "7" "83028350" "83032349" "predicted gene 44723"
"27371" "Gm44724" "" 0 "ENSMUSG00000109506" 1 "lncRNA" "7" "82976946" "83018637" "predicted gene 44724"
"27372" "Gm44725" "" 0 "ENSMUSG00000108329" 1 "lncRNA" "7" "72739171" "72742364" "predicted gene 44725"
"27373" "Gm44726" "" 0 "ENSMUSG00000107550" 1 "processed_pseudogene" "6" "132360791" "132361007" "predicted gene 44726"
"27374" "Gm44727" "" 0 "ENSMUSG00000107626" 1 "processed_pseudogene" "6" "132315821" "132316271" "predicted gene 44727"
"27375" "Gm44729" "" 0 "ENSMUSG00000108806" 1 "TEC" "7" "126872436" "126874487" "predicted gene 44729"
"27376" "Gm4473" "" 0 "ENSMUSG00000086522" 1 "lncRNA" "10" "120735062" "120737793" "predicted gene 4473"
"27377" "Gm44730" "" 0 "ENSMUSG00000108385" 1 "lncRNA" "7" "78505236" "78508190" "predicted gene 44730"
"27378" "Gm44731" "" 0 "ENSMUSG00000108190" 1 "lncRNA" "6" "43241476" "43242789" "predicted gene 44731"
"27379" "Gm44732" "" 0 "ENSMUSG00000108934" 1 "lncRNA" "7" "143013486" "143014377" "predicted gene 44732"
"27380" "Gm44733" "" 0 "ENSMUSG00000109283" 1 "lncRNA" "7" "6043815" "6045949" "predicted gene 44733"
"27381" "Gm44734" "" 0 "ENSMUSG00000108724" 1 "lncRNA" "7" "73258696" "73265135" "predicted gene 44734"
"27382" "Gm44735" "" 0 "ENSMUSG00000108543" 1 "TEC" "7" "126538058" "126539809" "predicted gene 44735"
"27383" "Gm44736" "" 0 "ENSMUSG00000108550" 1 "lncRNA" "7" "73320047" "73322138" "predicted gene 44736"
"27384" "Gm44737" "" 0 "ENSMUSG00000108311" 1 "lncRNA" "7" "73280365" "73287836" "predicted gene 44737"
"27385" "Gm44738" "" 0 "ENSMUSG00000108497" 1 "lncRNA" "7" "73276449" "73277183" "predicted gene 44738"
"27386" "Gm44739" "" 0 "ENSMUSG00000108473" 1 "lncRNA" "7" "73326628" "73328053" "predicted gene 44739"
"27387" "Gm44740" "" 0 "ENSMUSG00000108410" 1 "TEC" "7" "121436675" "121438288" "predicted gene 44740"
"27388" "Gm44741" "" 0 "ENSMUSG00000109057" 1 "TEC" "7" "62783912" "62786038" "predicted gene 44741"
"27389" "Gm44742" "" 0 "ENSMUSG00000109332" 1 "TEC" "7" "58852139" "58853550" "predicted gene 44742"
"27390" "Gm44743" "" 0 "ENSMUSG00000109308" 1 "processed_pseudogene" "7" "58821277" "58821662" "predicted gene 44743"
"27391" "Gm44744" "" 0 "ENSMUSG00000109262" 1 "lncRNA" "7" "27754157" "27755262" "predicted gene 44744"
"27392" "Gm44745" "" 0 "ENSMUSG00000108455" 1 "TEC" "7" "122062661" "122065383" "predicted gene 44745"
"27393" "Gm44746" "" 0 "ENSMUSG00000108341" 1 "TEC" "7" "122190158" "122191506" "predicted gene 44746"
"27394" "Gm44748" "" 0 "ENSMUSG00000108754" 1 "lncRNA" "7" "40778070" "40933644" "predicted gene 44748"
"27395" "Gm44749" "" 0 "ENSMUSG00000108718" 1 "TEC" "7" "122299514" "122301141" "predicted gene 44749"
"27396" "Gm44750" "" 0 "ENSMUSG00000108750" 1 "TEC" "6" "83847047" "83849269" "predicted gene 44750"
"27397" "Gm44751" "" 0 "ENSMUSG00000109244" 1 "lncRNA" "7" "87960686" "87965072" "predicted gene 44751"
"27398" "Gm44752" "" 0 "ENSMUSG00000109119" 1 "lncRNA" "7" "65958943" "65962247" "predicted gene 44752"
"27399" "Gm44753" "" 0 "ENSMUSG00000109114" 1 "lncRNA" "7" "66091346" "66093998" "predicted gene 44753"
"27400" "Gm44754" "" 0 "ENSMUSG00000109330" 1 "processed_pseudogene" "7" "66214974" "66215373" "predicted gene 44754"
"27401" "Gm44755" "" 0 "ENSMUSG00000109079" 1 "TEC" "7" "66609565" "66611666" "predicted gene 44755"
"27402" "Gm44756" "" 0 "ENSMUSG00000108432" 1 "lncRNA" "7" "43587481" "43625997" "predicted gene 44756"
"27403" "Gm44757" "" 0 "ENSMUSG00000108719" 1 "TEC" "7" "43964175" "43964331" "predicted gene 44757"
"27404" "Gm44758" "" 0 "ENSMUSG00000108678" 1 "TEC" "7" "73054098" "73056165" "predicted gene 44758"
"27405" "Gm44759" "" 0 "ENSMUSG00000108677" 1 "lncRNA" "7" "127189588" "127195072" "predicted gene 44759"
"27406" "Gm44760" "" 0 "ENSMUSG00000108766" 1 "TEC" "7" "127256234" "127257406" "predicted gene 44760"
"27407" "Gm44761" "" 0 "ENSMUSG00000109183" 1 "lncRNA" "8" "9850194" "9861974" "predicted gene 44761"
"27408" "Gm44763" "" 0 "ENSMUSG00000109517" 1 "lncRNA" "7" "118566891" "118568909" "predicted gene 44763"
"27409" "Gm44764" "" 0 "ENSMUSG00000107597" 1 "lncRNA /// retained_intron" "6" "48824593" "48840041" "predicted gene 44764"
"27410" "Gm44765" "" 0 "ENSMUSG00000108422" 1 "TEC" "7" "63933548" "63934148" "predicted gene 44765"
"27411" "Gm44767" "" 0 "ENSMUSG00000108749" 1 "lncRNA" "7" "37970836" "38032954" "predicted gene 44767"
"27412" "Gm44768" "" 0 "ENSMUSG00000108496" 1 "processed_pseudogene" "6" "71649079" "71649662" "predicted gene 44768"
"27413" "Gm44769" "" 0 "ENSMUSG00000108802" 1 "TEC" "6" "71767652" "71770460" "predicted gene 44769"
"27414" "Gm44770" "" 0 "ENSMUSG00000108594" 1 "TEC" "6" "71779872" "71781135" "predicted gene 44770"
"27415" "Gm44771" "" 0 "ENSMUSG00000108466" 1 "TEC" "6" "71808069" "71808694" "predicted gene 44771"
"27416" "Gm44773" "" 0 "ENSMUSG00000109374" 1 "lncRNA" "7" "107192157" "107192713" "predicted gene 44773"
"27417" "Gm44775" "" 0 "ENSMUSG00000108955" 1 "TEC" "8" "3508039" "3509494" "predicted gene 44775"
"27418" "Gm44776" "" 0 "ENSMUSG00000108859" 1 "processed_pseudogene" "8" "3710599" "3710979" "predicted gene 44776"
"27419" "Gm44777" "" 0 "ENSMUSG00000108738" 1 "lncRNA" "7" "115933490" "115937868" "predicted gene 44777"
"27420" "Gm44778" "" 0 "ENSMUSG00000108576" 1 "lncRNA" "7" "129434770" "129455503" "predicted gene 44778"
"27421" "Gm44779" "" 0 "ENSMUSG00000108727" 1 "unprocessed_pseudogene" "7" "43842618" "43845052" "predicted gene 44779"
"27422" "Gm4478" "" 0 "ENSMUSG00000111940" 1 "processed_pseudogene" "10" "121179081" "121179563" "predicted gene 4478"
"27423" "Gm44780" "" 0 "ENSMUSG00000108509" 1 "lncRNA" "7" "44011988" "44012712" "predicted gene 44780"
"27424" "Gm44781" "" 0 "ENSMUSG00000109107" 1 "lncRNA" "7" "108742094" "108745811" "predicted gene 44781"
"27425" "Gm44782" "" 0 "ENSMUSG00000108559" 1 "unprocessed_pseudogene" "12" "115652460" "115652509" "predicted gene 44782"
"27426" "Gm44784" "" 0 "ENSMUSG00000109067" 1 "lncRNA" "8" "10773486" "10775161" "predicted gene 44784"
"27427" "Gm44785" "" 0 "ENSMUSG00000109432" 1 "lncRNA" "8" "10737948" "10741706" "predicted gene 44785"
"27428" "Gm44786" "" 0 "ENSMUSG00000109503" 1 "lncRNA" "8" "10735351" "10737390" "predicted gene 44786"
"27429" "Gm44787" "" 0 "ENSMUSG00000108822" 1 "lncRNA" "11" "79149412" "79164719" "predicted gene 44787"
"27430" "Gm44788" "" 0 "ENSMUSG00000109545" 1 "lncRNA" "8" "10115054" "10169632" "predicted gene 44788"
"27431" "Gm44789" "" 0 "ENSMUSG00000109054" 1 "TEC" "8" "10066427" "10069527" "predicted gene 44789"
"27432" "Gm4479" "" 0 "ENSMUSG00000094250" 1 "processed_pseudogene" "14" "57024974" "57025144" "predicted gene 4479"
"27433" "Gm44790" "" 0 "ENSMUSG00000107539" 1 "nonsense_mediated_decay" "6" "86403640" "86422612" "predicted gene 44790"
"27434" "Gm44792" "" 0 "ENSMUSG00000108533" 1 "TEC" "7" "65129342" "65130969" "predicted gene 44792"
"27435" "Gm44793" "" 0 "ENSMUSG00000108703" 1 "lncRNA" "7" "23811879" "23816025" "predicted gene 44793"
"27436" "Gm44794" "" 0 "ENSMUSG00000108338" 1 "TEC" "7" "65016120" "65016530" "predicted gene 44794"
"27437" "Gm44795" "" 0 "ENSMUSG00000108541" 1 "processed_pseudogene" "7" "65051595" "65051913" "predicted gene 44795"
"27438" "Gm44796" "" 0 "ENSMUSG00000108361" 1 "lncRNA" "7" "23912559" "23913810" "predicted gene 44796"
"27439" "Gm44797" "" 0 "ENSMUSG00000109359" 1 "TEC" "8" "9645109" "9646945" "predicted gene 44797"
"27440" "Gm44798" "" 0 "ENSMUSG00000109139" 1 "TEC" "8" "9668153" "9670562" "predicted gene 44798"
"27441" "Gm44799" "" 0 "ENSMUSG00000109095" 1 "TEC" "8" "9708248" "9709449" "predicted gene 44799"
"27442" "Gm44800" "" 0 "ENSMUSG00000109418" 1 "TEC" "8" "9648799" "9650653" "predicted gene 44800"
"27443" "Gm44801" "" 0 "ENSMUSG00000109529" 1 "TEC" "8" "9653823" "9655882" "predicted gene 44801"
"27444" "Gm44802" "" 0 "ENSMUSG00000108918" 1 "TEC" "8" "9759171" "9761086" "predicted gene 44802"
"27445" "Gm44803" "" 0 "ENSMUSG00000108140" 1 "processed_pseudogene" "6" "92248398" "92248553" "predicted gene 44803"
"27446" "Gm44806" "" 0 "ENSMUSG00000108790" 1 "TEC" "7" "37164545" "37166847" "predicted gene 44806"
"27447" "Gm44807" "" 0 "ENSMUSG00000108641" 1 "processed_pseudogene" "7" "4180366" "4180519" "predicted gene 44807"
"27448" "Gm44808" "" 0 "ENSMUSG00000109294" 1 "lncRNA" "7" "70288358" "70289665" "predicted gene 44808"
"27449" "Gm44809" "" 0 "ENSMUSG00000109018" 1 "TEC" "7" "70242638" "70243630" "predicted gene 44809"
"27450" "Gm44811" "" 0 "ENSMUSG00000108899" 1 "TEC" "7" "70180970" "70181197" "predicted gene 44811"
"27451" "Gm44812" "" 0 "ENSMUSG00000109021" 1 "lncRNA" "7" "70224582" "70235499" "predicted gene 44812"
"27452" "Gm44813" "" 0 "ENSMUSG00000108836" 1 "lncRNA" "7" "70221070" "70224162" "predicted gene 44813"
"27453" "Gm44814" "" 0 "ENSMUSG00000108588" 1 "TEC" "7" "43365414" "43365847" "predicted gene 44814"
"27454" "Gm44815" "" 0 "ENSMUSG00000108670" 1 "TEC" "7" "78572002" "78573634" "predicted gene 44815"
"27455" "Gm44816" "" 0 "ENSMUSG00000108618" 1 "TEC" "7" "43097497" "43097973" "predicted gene 44816"
"27456" "Gm44817" "" 0 "ENSMUSG00000108734" 1 "TEC" "7" "43342068" "43342520" "predicted gene 44817"
"27457" "Gm44818" "" 0 "ENSMUSG00000108411" 1 "lncRNA" "7" "43210743" "43211100" "predicted gene 44818"
"27458" "Gm4482" "" 0 "ENSMUSG00000107066" 1 "processed_pseudogene" "6" "122769543" "122770284" "predicted gene 4482"
"27459" "Gm44820" "" 0 "ENSMUSG00000109012" 1 "processed_pseudogene" "7" "5810012" "5810407" "predicted gene 44820"
"27460" "Gm44821" "" 0 "ENSMUSG00000109540" 1 "processed_pseudogene" "7" "5762107" "5766416" "predicted gene 44821"
"27461" "Gm44822" "" 0 "ENSMUSG00000109154" 1 "TEC" "7" "49463950" "49470338" "predicted gene 44822"
"27462" "Gm44823" "" 0 "ENSMUSG00000108198" 1 "unprocessed_pseudogene" "6" "123909252" "123916452" "predicted gene 44823"
"27463" "Gm44824" "" 0 "ENSMUSG00000108554" 1 "processed_pseudogene" "7" "126341854" "126342082" "predicted gene 44824"
"27464" "Gm44825" "" 0 "ENSMUSG00000108922" 1 "processed_pseudogene" "7" "22556850" "22556999" "predicted gene 44825"
"27465" "Gm44826" "" 0 "ENSMUSG00000109381" 1 "TEC" "7" "83857391" "83859722" "predicted gene 44826"
"27466" "Gm44827" "" 0 "ENSMUSG00000109091" 1 "lncRNA" "7" "83876037" "83882127" "predicted gene 44827"
"27467" "Gm44828" "" 0 "ENSMUSG00000107581" 1 "processed_pseudogene" "6" "130930320" "130930425" "predicted gene 44828"
"27468" "Gm44829" "" 0 "ENSMUSG00000109157" 1 "TEC" "7" "58968379" "58971571" "predicted gene 44829"
"27469" "Gm44830" "" 0 "ENSMUSG00000108886" 1 "TEC" "7" "58942266" "58942849" "predicted gene 44830"
"27470" "Gm44831" "" 0 "ENSMUSG00000109575" 1 "TEC" "7" "59277436" "59280424" "predicted gene 44831"
"27471" "Gm44832" "" 0 "ENSMUSG00000108832" 1 "lncRNA" "7" "44243001" "44245303" "predicted gene 44832"
"27472" "Gm44833" "" 0 "ENSMUSG00000109236" 1 "processed_pseudogene" "7" "44194571" "44194901" "predicted gene 44833"
"27473" "Gm44834" "" 0 "ENSMUSG00000108542" 1 "TEC" "7" "75131747" "75133142" "predicted gene 44834"
"27474" "Gm44835" "" 0 "ENSMUSG00000108557" 1 "TEC" "7" "75210362" "75213542" "predicted gene 44835"
"27475" "Gm44836" "" 0 "ENSMUSG00000108486" 1 "lncRNA" "7" "34750823" "34751962" "predicted gene 44836"
"27476" "Gm44837" "" 0 "ENSMUSG00000108723" 1 "lncRNA" "7" "34336421" "34337137" "predicted gene 44837"
"27477" "Gm44839" "" 0 "ENSMUSG00000108619" 1 "lncRNA" "7" "40727049" "40727449" "predicted gene 44839"
"27478" "Gm44840" "" 0 "ENSMUSG00000109071" 1 "lncRNA" "2" "111491801" "111535806" "predicted gene 44840"
"27479" "Gm44842" "" 0 "ENSMUSG00000109534" 1 "TEC" "8" "6268668" "6272039" "predicted gene 44842"
"27480" "Gm44843" "" 0 "ENSMUSG00000109518" 1 "TEC" "8" "6084867" "6086262" "predicted gene 44843"
"27481" "Gm44844" "" 0 "ENSMUSG00000109543" 1 "processed_pseudogene" "8" "6487744" "6488079" "predicted gene 44844"
"27482" "Gm44845" "" 0 "ENSMUSG00000109335" 1 "processed_pseudogene" "7" "82883749" "82884083" "predicted gene 44845"
"27483" "Gm44846" "" 0 "ENSMUSG00000108993" 1 "TEC" "7" "87768366" "87771608" "predicted gene 44846"
"27484" "Gm44847" "" 0 "ENSMUSG00000108890" 1 "TEC" "7" "87732021" "87734011" "predicted gene 44847"
"27485" "Gm44848" "" 0 "ENSMUSG00000109461" 1 "TEC" "7" "87712269" "87715502" "predicted gene 44848"
"27486" "Gm44849" "" 0 "ENSMUSG00000108881" 1 "processed_pseudogene" "19" "13380521" "13381004" "predicted gene 44849"
"27487" "Gm44850" "" 0 "ENSMUSG00000108604" 1 "lncRNA" "7" "127814788" "127819960" "predicted gene 44850"
"27488" "Gm44851" "" 0 "ENSMUSG00000108436" 1 "lncRNA" "7" "80054017" "80056325" "predicted gene 44851"
"27489" "Gm44852" "" 0 "ENSMUSG00000109348" 1 "processed_pseudogene" "7" "58167910" "58168278" "predicted gene 44852"
"27490" "Gm44853" "" 0 "ENSMUSG00000109439" 1 "processed_pseudogene" "7" "57368660" "57368909" "predicted gene 44853"
"27491" "Gm44854" "" 0 "ENSMUSG00000108583" 1 "lncRNA" "7" "126436384" "126445560" "predicted gene 44854"
"27492" "Gm44855" "" 0 "ENSMUSG00000108649" 1 "processed_pseudogene" "7" "126348727" "126349088" "predicted gene 44855"
"27493" "Gm44856" "" 0 "ENSMUSG00000108423" 1 "processed_pseudogene" "7" "126405429" "126405732" "predicted gene 44856"
"27494" "Gm44857" "" 0 "ENSMUSG00000109011" 1 "processed_pseudogene" "7" "106284210" "106284405" "predicted gene 44857"
"27495" "Gm44858" "" 0 "ENSMUSG00000109229" 1 "unprocessed_pseudogene" "19" "12292238" "12292391" "predicted gene 44858"
"27496" "Gm44859" "" 0 "ENSMUSG00000109417" 1 "unprocessed_pseudogene" "19" "12015095" "12015188" "predicted gene 44859"
"27497" "Gm4486" "" 0 "ENSMUSG00000115786" 1 "processed_pseudogene" "14" "113194800" "113195635" "predicted gene 4486"
"27498" "Gm44860" "" 0 "ENSMUSG00000109245" 1 "TEC" "7" "89679779" "89682124" "predicted gene 44860"
"27499" "Gm44861" "" 0 "ENSMUSG00000108897" 1 "TEC" "7" "89691905" "89693124" "predicted gene 44861"
"27500" "Gm44862" "" 0 "ENSMUSG00000109131" 1 "TEC" "7" "6745645" "6746699" "predicted gene 44862"
"27501" "Gm44863" "" 0 "ENSMUSG00000109416" 1 "TEC" "7" "6756042" "6757463" "predicted gene 44863"
"27502" "Gm44864" "" 0 "ENSMUSG00000109499" 1 "lncRNA" "7" "109298732" "109302815" "predicted gene 44864"
"27503" "Gm44865" "" 0 "ENSMUSG00000108837" 1 "processed_pseudogene" "7" "108166052" "108166582" "predicted gene 44865"
"27504" "Gm44866" "" 0 "ENSMUSG00000109233" 1 "lncRNA" "7" "119320034" "119334983" "predicted gene 44866"
"27505" "Gm44867" "" 0 "ENSMUSG00000108650" 1 "lncRNA" "7" "115880746" "115882120" "predicted gene 44867"
"27506" "Gm44869" "" 0 "ENSMUSG00000108818" 1 "processed_pseudogene" "8" "4412298" "4412654" "predicted gene 44869"
"27507" "Gm4487" "" 0 "ENSMUSG00000086415" 1 "processed_pseudogene" "14" "113727651" "113728092" "predicted gene 4487"
"27508" "Gm44871" "" 0 "ENSMUSG00000109264" 1 "unprocessed_pseudogene" "7" "18169581" "18170578" "predicted gene 44871"
"27509" "Gm44872" "" 0 "ENSMUSG00000109218" 1 "processed_pseudogene" "7" "29784893" "29785312" "predicted gene 44872"
"27510" "Gm44873" "" 0 "ENSMUSG00000109105" 1 "TEC" "7" "29626403" "29629830" "predicted gene 44873"
"27511" "Gm44874" "" 0 "ENSMUSG00000108376" 1 "TEC" "7" "125662078" "125663619" "predicted gene 44874"
"27512" "Gm44876" "" 0 "ENSMUSG00000108524" 1 "lncRNA" "7" "125169948" "125171289" "predicted gene 44876"
"27513" "Gm44877" "" 0 "ENSMUSG00000108320" 1 "lncRNA" "7" "4629977" "4633543" "predicted gene 44877"
"27514" "Gm44878" "" 0 "ENSMUSG00000108477" 1 "TEC" "7" "4661653" "4662962" "predicted gene 44878"
"27515" "Gm44879" "" 0 "ENSMUSG00000108611" 1 "processed_pseudogene" "7" "76948242" "76948744" "predicted gene 44879"
"27516" "Gm44881" "" 0 "ENSMUSG00000108743" 1 "processed_pseudogene" "7" "4304347" "4304713" "predicted gene 44881"
"27517" "Gm44882" "" 0 "ENSMUSG00000108330" 1 "TEC" "7" "37216478" "37217279" "predicted gene 44882"
